text,label
?Piłkarsko-medialny skandal we Włoszech. Chodzi o mundial w Rosji,__label__1
Piłkarz zafundował sobie spore kłopoty bo wykonał "gest radości" na boisku,__label__1
Przeszli do historii jeszcze przed igrzyskami. Saneczkarze dostali wsparcie... w bitcoinach,__label__1
Puchar Niemiec: Bayern pokonał Borussię awansował do ćwierćfinału,__label__1
Tomas Rosicky kończy karierę piłkarską. Był nazywany "małym Mozartem",__label__1
Zbigniew Boniek najbardziej wpływowym człowiekiem sportu 2017 roku,__label__1
Wiadomo gdzie Polacy zagrają z Koreą Południową. Naszych piłkarzy nie było tu od 101 miesięcy,__label__1
Nadzieja olimpijska Norwegii już jest milionerem. Ma kartę bankomatową dla dzieci,__label__1
?Formuła 1: Raikkonen pożegna się z Ferrari? Szef teamu tego nie wyklucza,__label__1
Prezes Górnika Zabrze: Ostatnie miesiące to droga z piekła do nieba,__label__1
Wielka szansa Roberta Lewandowskiego. Wszystko wyjaśni się w środowy wieczór?,__label__1
?Podsumowanie jesieni w Lotto Ekstraklasie: Za nami ligowy rollercoaster,__label__1
Ekstraklasa: Legia Warszawa liderem przed zimową przerwą,__label__1
Kubica podzieli się sezonem z Sirotkinem? Obóz Polaka ma pomysł,__label__1
Po tytuł bez straty seta. Zenit Kazań klubowym mistrzem świata siatkarzy,__label__1
Zadymiony stadion i przegrana Wisły Kraków z Zagłębiem Lubin,__label__1
Nowy tydzień w sporcie: Trzęsienie na Santiago Bernabéu i w PZKol,__label__1
800 dzieci wzięło udział w III Mikołajkowej Olimpiadzie Pływackiej o puchar Otylii Jędrzejczak,__label__1
Kamil Stoch ponownie na podium! W Engelbergu zajął 2. miejsce,__label__1
Otylia Jędrzejczak świętowała urodziny na dyskotece z młodymi adeptami pływania,__label__1
Puchar Świata w biegach narciarskich. Justyna Kowalczyk zajęła 37. miejsce,__label__1
Porażka mistrza Polski. Legia przegrała z Wisłą Płock 0:2,__label__1
Tony Martin wycofuje się z oskarżeń pod adresem Froome'a i Międzynarodowej Unii Kolarskiej,__label__1
Alicja Tchórz ze srebrnym medalem pływackich mistrzostw Europy,__label__1
PŚ w Engelbergu: Kamil Stoch trzeci! Zwyciężył Norweg Anders Fannemel,__label__1
Dzieci rywalizują pod okiem Otylii Jędrzejczak. "Mam nadzieję że uda się wyszkolić mistrzów",__label__1
Przed nami najgorętszy okres w angielskiej Premier League,__label__1
Justyna Kowalczyk zajęła 50. miejsce w biegu na 10 km w Dobbiaco,__label__1
MŚ piłkarek ręcznych: Norwegia i Francja w finale,__label__1
Czy Kubica dołączy do Williamsa? Decyzja najwcześniej w styczniu,__label__1
Agnieszka Radwańska po raz piąty z rzędu wyróżniona za zagranie roku!,__label__1
Skoki narciarskie: Sześciu Polaków awansowało do konkursu w Engelbergu,__label__1
Afera FIFA: Szef brazylijskiej federacji został zawieszony,__label__1
PŚ w skokach: Dawid Kubacki najlepszy na obu treningach,__label__1
800 dzieci rywalizować będzie pod okiem Otylii Jędrzejczak w Dębicy,__label__1
Froome: Nie złamałem żadnych przepisów. Prawda wyjdzie na jaw,__label__1
Ekstraklasa: Wisła Płock zremisowała z Sandecją,__label__1
Burzliwe derby Krakowa. Cracovia przegrała z Wisłą,__label__1
ME w pływaniu - srebrny medal Kawęckiego brąz sztafety,__label__1
Robert Lewandowski przed szansą na kolejne bramki,__label__1
Już w weekend Mikołajkowa Olimpiada Pływacka. Otylia Jędrzejczak zaprasza!,__label__1
?Chris Froome przyłapany na dopingu. Straci wygraną w wyścigu?,__label__1
Joanna Szwab miała wypadek na skoczni w Ramsau. Ma pokiereszowaną twarz,__label__1
Ruszają siatkarskie klubowe mistrzostwa świata. Mieliśmy dla Was bilety!,__label__1
Dobre wieści z Włoch: Rehabilitacja Milika "przebiega w sposób najlepszy z możliwych"!,__label__1
Czteroletnia dyskwalifikacja Zielińskiego utrzymana w mocy,__label__1
MŚ piłkarek ręcznych: Ostatni mecz Polek i puchar na osłodę,__label__1
MŚ piłkarek ręcznych: Czechy Rosja Norwegia i Holandia w 1/4 finału,__label__1
Czy czas bić na alarm? Większość naszych etatowych kadrowiczów z kłopotami,__label__1
Formuła 1. Włoski dziennikarz: Kubica nie podpisze kontraktu z Williamsem,__label__1
Siostry Radwańskie obroniły prace licencjackie na krakowskiej AWF,__label__1
Znane jest nazwisko nowego trenera Wisły Kraków,__label__1
Znamy pary 1/8 finału Ligi Mistrzów,__label__1
Lewis Hamilton zaprzeczył plotkom. "Zastanowię się nad przyszłością",__label__1
MŚ piłkarek ręcznych: Francja Czarnogóra Dania i Szwecja w 1/4 finału,__label__1
Kiko Ramirez nie jest już trenerem Wisły Kraków,__label__1
Piłka nożna siatkówka i skoki. Te dyscypliny będą dominować w nadchodzącym tygodniu,__label__1
PŚ w skokach: Kamil Stoch szósty w Titisee-Neustadt,__label__1
Kilkadziesiąt robotów pomoże przy organizacji igrzysk,__label__1
PŚ w skokach. W konkursie indywidualnym wystartuje 6 Polaków,__label__1
PŚ w skokach: Polacy drudzy w drużynowym konkursie w Titisee-Neustadt,__label__1
Upadek Lindsey Vonn podczas Pucharu Świata w St. Moritz,__label__1
Były menadżer chce 35 mln euro od Ribery’ego,__label__1
Skoki narciarskie: Żyła Kubacki Kot i Stoch powalczą w Titisee-Neustadt,__label__1
"Mecz na otarcie łez". Pewne zwycięstwo polskich szczypiornistek,__label__1
Pjongczang: Marit Bjoergen ma już tylko jedną szansę na start w sprincie,__label__1
Austriacki skoczek jest poważnie chory. Będzie musiał szybciej zakończyć karierę?,__label__1
PŚ w skokach - kwalifikacje w Titisee-Neustadt odwołane,__label__1
?Brazylijczyk Guilherme odchodzi z Legii. Nie przedłuży kontraktu,__label__1
Cristiano Ronaldo zdobywcą Złotej Piłki za rok 2017! Robert Lewandowski w pierwszej "10"!,__label__1
Polska przegrała z Węgrami. To koniec marzeń szczypiornistek o awansie,__label__1
Zdecydowany krok UEFA. Belgia straciła prawo do organizacji Euro 2020,__label__1
Formuła 1: Hamilton wybrany najlepszym kierowcą sezonu,__label__1
Liga Europy: W ostatniej kolejce walka o 8 wolnych miejsc w fazie pucharowej,__label__1
Liga Mistrzów: Gole Polaków awans Liverpoolu Sevilli Szachtara i Porto,__label__1
75. Rajd Polski będzie rundą mistrzostw Europy,__label__1
Kibice wybrali składy drużyn na siatkarski Mecz Gwiazd,__label__1
Putin o wykluczeniu Rosji z igrzysk: To wygląda na politycznie motywowaną decyzję,__label__1
Robert Demjan wraca do Polski. Podpisał kontrakt z Widzewem Łódź,__label__1
Europejski Komitet Olimpijski krytykuje decyzję o wykluczeniu Rosjan,__label__1
Piłkarska LM: Gol Lewandowskiego Bayern pokonał PSG,__label__1
MŚ piłkarek ręcznych: Polki przegrały z Norweżkami,__label__1
Rosja wykluczona z igrzysk w Pjongczangu! Sportowy świat bije brawo MKOl-owi,__label__1
Chce pójść śladami Małysza... Robert Lewandowski zdradził "Playboyowi" swoje marzenie,__label__1
Sagan porozumiał się z Międzynarodową Unią Kolarską. Nie będzie rozprawy przed sądem,__label__1
Trener szczypiornistek o niemieckim jedzeniu: Jakby świnie popełniły zbiorowe samobójstwo,__label__1
Liga NBA - Gortat bez punktu po raz pierwszy od prawie siedmiu lat,__label__1
Wandale (znowu) zniszczyli pomnik Messiego w Buenos Aires. Zostały tylko… stopy i piłka,__label__1
Krzysztof Kamiński: Japończycy mogą nas zaskoczyć,__label__1
Kubica: Miałem wiele urazów nauczyłem się z nimi żyć i prowadzić bolid F1,__label__1
Maciej Sawicki: Plan przygotowań do mundialu będzie rozpisany co do godziny,__label__1
Koledzy w klubie rywale na mundialu. Nasi piłkarze powalczą w Rosji ze swoimi kolegami,__label__1
MŚ w ciężarach - srebrny medal Krzysztofa Zwarycza,__label__1
Ekstraklasa: Pięć bramek w Krakowie Górnik pokonał Wisłę,__label__1
Paraolimpijczycy odznaczeni przez prezydenta. "Promocja hartu ducha",__label__1
Nowy tydzień w sporcie: Emocje dla fanów piłki ręcznej i futbolu,__label__1
Skoki narciarskie: Triumf Wellingera Stoch siódmy w Niżnym Tagile,__label__1
MŚ piłkarek ręcznych: Polska przegrała z Czechami,__label__1
"Cieszę się że wróciłem. Najważniejsze że znów jestem w drużynie",__label__1
Adam Małysz kończy 40 lat. "Rola którą pełnię teraz jest trudniejsza",__label__1
Łukasz Kubot Sportowcem Listopada w plebiscycie RMF FM i Interii,__label__1
Mistrzyni olimpijska zadebiutuje w nieoczekiwanej roli,__label__1
Justyna Kowalczyk nie ukończyła biegu w Lillehammer. "Przepraszam",__label__1
Ekstraklasa: Sandecja zremisowała z Legią,__label__1
Kajetanowicz: Cieszę się jak dziecko. Baran: Każdy chciałby tutaj wygrać,__label__1
MŚ piłkarek ręcznych: Polska pokonała Szwecję,__label__1
Skoki narciarskie: Zwycięstwo Freitaga Żyła 10. w Niżnym Tagile,__label__1
Kajetan Kajetanowicz zwycięzcą Rajdu Barbórka!,__label__1
"Lewandowski to artylerzysta". Senegal boi się Polaka,__label__1
"Dla nas losowanie było bardzo dobre. Polacy nie mogą być tak zadowoleni",__label__1
Kajetanowicz liderem Rajdu Barbórka po 3. odcinkach specjalnych,__label__1
Pita Taufatofua zbiera pieniądze na przyjazd na igrzyska w Pjongczangu,__label__1
Będzie film o  Ibrahimovicu. Tytuł? "Amerykański sen po szwedzku",__label__1
Justyna Kowalczyk stoczyła zaciętą walkę. Do awansu zabrakło naprawdę niewiele,__label__1
"Granice przyzwoitości zostały przekroczone". Kolejny członek zarządu odchodzi z PZKol,__label__1
Trener Kolumbii po losowaniu: Trochę obawiamy się wielkich nazwisk,__label__1
FIFA zmieniła godzinę meczu Polski z Senegalem na mundialu,__label__1
Losowanie grup MŚ. Lewandowski prowokuje kolumbijskiego piłkarza,__label__1
Polka mieszkająca w Kolumbii: Czuć że postrach sieje Robert Lewandowski,__label__1
Przewidział z kim na mundialu zmierzy się Polska. "Egzotycznie ciekawie i wymagająco",__label__1
Media: Senegalskie lwy zmierzą się z Polską,__label__1
Adam Nawałka: Losowanie uważam za dobre,__label__1
Grzegorz Lato o losowaniu grup mistrzostw świata: Najważniejszy będzie pierwszy mecz,__label__1
Grupy mundialu rozlosowane! Emocji na Mistrzostwach Świata nie zabraknie,__label__1
PŚ w skokach: Stoch piąty w kwalifikacjach wygrał Eisenbichler,__label__1
Wszystkie grupy rozlosowane. Zobacz na kogo trafili Polacy! [RELACJA],__label__1
Afera w Polskim Związku Kolarskim. Dymisja kolejnych członków zarządu,__label__1
Teddy Bear Toss czyli przynieś pluszaka na mecz i podaruj dzieciom trochę radości!,__label__1
Rajd Barbórka już jutro. Bilet na przejazd na Karowej może być Twój!,__label__1
Już wiemy z kim na mundialu zagra Polska! Mamy przecieki przed losowaniem,__label__1
Jaka grupa na mundialu dla Polski? Typują dziennikarze sportowi RMF FM,__label__1
Jak będzie wyglądało losowanie grup na mundial? Obawy przed wpadkami,__label__1
Adam Godlewski o losowaniu grup mundialu: Idealni rywale to Peru Iran i Panama,__label__1
Plebiscyt RMF FM i Interii: Wybierz z nami Sportowca Listopada,__label__1
Już dziś losowanie grup piłkarskich mistrzostw świata!,__label__1
Rajd Barbórka: Kajto przygotował niespodziankę dla kibiców,__label__1
Mundial 2018: Kamil Grosicki zdradził swoje typy na grupę śmierci i grupę marzeń,__label__1
Afera w Polskim Związku Kolarskim. "Wszystkie informacje są nieprawdziwe",__label__1
Diethart po groźnym wypadku na skoczni nadal na OIOM-ie. "Stan regularnie się poprawia",__label__1
Mistrzostwa Świata w siatkówce. Polscy siatkarze poznali rywali,__label__1
Po siedmiu miesiącach Gollob opuścił szpital. "Jest w stanie ogólnym dobrym",__label__1
Żarty z Blattera bunt maszyn czyli jak kiedyś losowano grupy mistrzostw świata,__label__1
Jak wygląda ręka Roberta Kubicy? Zobacz nagranie!,__label__1
Zlatan Ibrahimovic zoperuje sobie nos. By "zwiększyć wydajność organizmu",__label__1
Typa Rally Team przed 55. Rajdem Barbórka Warszawska,__label__1
Co teraz zrobi Williams? Decyzja przed Bożym Narodzeniem,__label__1
Dyrektor techniczny Williamsa: Robert Kubica wykonał dziś kawał dobrej roboty,__label__1
Były trener Chelsea Londyn wystartuje w Rajdzie Dakar,__label__1
Groźny wypadek austriackiego skoczka narciarskiego. Ma wstrząs mózgu i zmiażdżone płuca,__label__1
Robert Kubica z najlepszym czasem wśród kierowców Williamsa!,__label__1
Przed Robertem Kubicą drugi dzień testów w Abu Zabi. Pojedzie lżejszym bolidem?,__label__1
MŚ 2018: Irańczycy apelują o "mniej seksowny" strój prowadzącej losowanie grup,__label__1
Piłkarz ukarany za przewrócenie chłopca od podawania piłek,__label__1
DPA: Robert Kubica bardzo bliski kontraktu z Williamsem,__label__1
Mariusz Lewandowski nowym trenerem Zagłębia Lubin,__label__1
Bramkarz stulecia na oficjalnym plakacie piłkarskich mistrzostw świata,__label__1
?Biało-czerwone szczypiornistki na ostatniej prostej przed mistrzostwami świata,__label__1
Rajd Barbórka tuż tuż. Nie zabraknie niespodzianek!,__label__1
Iga Baumgart: Marzy mi się złoty medal na mistrzostwach Europy,__label__1
Irańczyk przegrał by nie walczyć z reprezentantem Izraela. Rząd go chwali,__label__1
Formuła 1: Pracowity poranek Kubicy. Brał udział w testach w Abu Zabi,__label__1
Ekstraklasa: Sześć bramek w Niecieczy debiut Wasilewskiego,__label__1
Piotr Stokowiec nie jest już trenerem Zagłębia Lubin. We wtorek poznamy jego następcę,__label__1
Członek zarządu PZKol złożył rezygnację. “Przypomina mi to średniowiecze”,__label__1
Jerzy Janowicz po operacji kolana. "2018 musi być mój!",__label__1
Zawodnik RMF 4RACING Team OCR zwycięzcą śląskiego Runmageddonu,__label__1
Jerzy Dudek: W futbolu przekraczane są granice absurdu,__label__1
To już oficjalnie potwierdzone. Razem pobiliśmy rekord Guinnessa w podbijaniu piłki do siatkówki,__label__1
Puchar Davisa: Dziesiąty triumf Francuzów. "Nie ma nic piękniejszego",__label__1
Ziobro: Doniesienia o sytuacji w PZKol - wyjątkowo bulwersujące,__label__1
Nowy tydzień w sporcie: ?Losowanie grup piłkarskich mistrzostw świata i testy Roberta Kubicy,__label__1
PŚ w skokach: Kubacki ósmy w Kuusamo Damjan zwycięzcą,__label__1
Skandal obyczajowy w Polskim Związku Kolarskim. Zarząd odpiera zarzuty,__label__1
PŚ w biegach - Justyna Kowalczyk 24. zwycięstwo Kalli,__label__1
PŚ w skokach - sześciu Polaków wystąpi w Kuusamo,__label__1
Żyła o dyskwalifikacji: Nadal nie wiem co się wydarzyło,__label__1
Polscy skoczkowie zajęli szóste miejsce w drużynowym konkursie Pucharu Świata w Kuusamo,__label__1
Zastraszanie seks z podopiecznymi gwałt. Skandal w Polskim Związku Kolarskim,__label__1
Lionel Messi przedłużył kontrakt z Barceloną do 2021 roku,__label__1
PŚ w biegach - Kowalczyk 18. zwyciężyła Bjoergen,__label__1
PŚ w skokach - żelazny skład Polaków powalczy w Kuusamo,__label__1
Zespół RMF 4RACING Team z trzema pucharami na koniec sezonu 2017!,__label__1
Jerzy Janowicz przeszedł operację,__label__1
PŚ w skokach: Stoch dziewiąty w kwalifikacjach wygrał Kraft,__label__1
Messi po raz czwarty ze Złotym Butem,__label__1
Gilles Panizzi gwiazdą 55. Rajdu Barbórka 2017. Mieliśmy bilety!,__label__1
Szczypiorniści PGE Vive Kielce jako… Wikingowie zapraszają na mecz z PSG,__label__1
Puchar Świata w biegach. Justyna Kowalczyk odpadła w ćwierćfinale sprintu,__label__1
Zwiększono karę dla Pistoriusa. "Poprzedni wyrok był szokująco pobłażliwy",__label__1
"Musiało upłynąć 6 lat zanim odważyłam się zabrać głos". Mistrzyni Europy została zgwałcona,__label__1
Justyna Kowalczyk wraca do walki. Czeka ją spore wyzwanie,__label__1
Kajetanowicz przed Rajdem Barbórka: Przebieram nogami i nie mogę się doczekać,__label__1
Hamilton chce powrotu Kubicy na tor. „Jest lepszy od 3/4 zawodników”,__label__1
Wykluczeni za doping teraz dopuszczeni do pucharu świata. Decyzja ws. Rosjan,__label__1
Była tenisistka Ana Ivanovic i piłkarz Bastian Schweinsteiger spodziewają się dziecka,__label__1
Polska spadła w rankingu FIFA,__label__1
Lewandowski śrubuje rekord! Ile goli może jeszcze strzelić?,__label__1
Trzymając dziecko próbował uderzyć bramkarza. UEFA wyznaczyła karę,__label__1
Liga Mistrzów: Gol Lewandowskiego remis w Turynie,__label__1
Kontuzjowany Maciej Rybus już w tym roku nie zagra,__label__1
Legia Warszawa ukarana za incydent podczas meczu z Górnikiem Zabrze,__label__1
Tomasz Gollob: To koniec mojej kariery sportowej,__label__1
Williams: Robert Kubica weźmie udział w testach w Abu Zabi,__label__1
Skandal seksualny w amerykańskiej gimnastyce. "Długo czekałam by to ujawnić",__label__1
Cristiano Ronaldo śrubuje rekord w Lidze Mistrzów!,__label__1
Niespodziewana decyzja selekcjonera po awansie na mundial w Rosji,__label__1
Liga Mistrzów: Real rozgromił APOEL Zieliński strzelił gola w meczu z Szachtarem,__label__1
?Mundial 2018: Znamy szczegóły losowania grup,__label__1
Co dalej z karierą Kubicy? Williams: Do końca tygodnia nie będzie decyzji,__label__1
Agnieszka Radwańska trenuje w Dubaju... ze spadochronem,__label__1
Wielka Krokiew (w końcu) z homologacją FIS,__label__1
Siedmiu trenerów walczy o posadę zwolnioną przez De Giorgiego,__label__1
Strzelił samobójczą bramkę. Posypały się rasistowskie wyzwiska i groźby,__label__1
Liga Mistrzów: Drużyny Polaków pod ścianą,__label__1
Zlatan Ibrahimovic zdetronizowany! Po raz pierwszy od dekady nie jest numerem 1,__label__1
Media: Robert Kubica podpisze dwuletni kontrakt z Williamsem,__label__1
Janusz Wójcik nie żyje. Świerczewski: Mieliśmy świetnego wodza,__label__1
Nie żyje słynna czeska tenisistka Jana Novotna. Miała 49 lat,__label__1
Janusz Wójcik nie żyje. Były trener polskiej reprezentacji zmarł w wieku 64 lat,__label__1
